序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
44,688231,隆达股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:7,300万元至8,300万元,同比上年增长:10.42%至25.54%,同比上年增长688.6万元至1,688.6万元。",78000000.0,17.98,"报告期内,公司持续加大客户开发力度,积极开拓国际国内市场,扩大销售规模,保持及时交付。全年航空航天、燃机、汽车涡轮、油气化工行业产品销售收入比上年同期较大幅度提升。报告期内,公司持续开展精益生产、降本增效工作,产销规模实现了较好的增长,单位生产费用与上年同期相比有较大下降;毛利率保持在合理水平。报告期内,公司持续加大新产品开发力度,研发投入比上年同期有所增加,为公司长远发展与竞争力提升积蓄动力;公司股份支付费用比上年同期有所减少,该因素对当期利润产生正向影响;综合来看,公司经营业绩持续呈现较好的发展趋势。",略增,66114000.0,2026-01-30
45,688231,隆达股份,营业收入,"预计2025年1-12月营业收入:180,000万元至190,000万元,同比上年增长:29.36%至36.55%,同比上年增长40,852.66万元至50,852.66万元。",1850000000.0,32.955,"报告期内,公司持续加大客户开发力度,积极开拓国际国内市场,扩大销售规模,保持及时交付。全年航空航天、燃机、汽车涡轮、油气化工行业产品销售收入比上年同期较大幅度提升。报告期内,公司持续开展精益生产、降本增效工作,产销规模实现了较好的增长,单位生产费用与上年同期相比有较大下降;毛利率保持在合理水平。报告期内,公司持续加大新产品开发力度,研发投入比上年同期有所增加,为公司长远发展与竞争力提升积蓄动力;公司股份支付费用比上年同期有所减少,该因素对当期利润产生正向影响;综合来看,公司经营业绩持续呈现较好的发展趋势。",略增,1391473400.0,2026-01-30
46,688212,澳华内镜,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:805万元至1,158万元,同比上年下降:44.89%至61.69%,同比上年降低943.22万元至1,296.22万元。",9815000.0,-53.29,"1、报告期内,公司海外市场准入及业务拓展成效显著,海外销售额实现较快增长,此外新一代旗舰机型AQ400成功上市,进一步贡献业绩增量,多因素共振下,公司整体收入较上年同期实现小幅稳步增长;2、报告期内,公司产品销售结构发生阶段性变化,导致综合毛利率出现下滑,另一方面,公司为夯实长期竞争力,持续加大市场营销体系建设、品牌影响力提升、产品迭代打磨及新技术研发的投入力度,销售费用、管理费用、研发费用仍保持较高投入,导致业绩出现收入增长但利润下滑的情况;3、本报告期,公司预计非经常性损益影响归属于母公司所有者的净利润约为1,858万元,主要系公司本报告期获得的政府补助收益、理财收益等。上年同期的非经常性损益金额为2,729.84万元;4、上年同期财务数据比较基数较小,导致本期内相关比例波动较大。",预减,21012200.0,2026-01-30
47,688212,澳华内镜,营业收入,"预计2025年1-12月营业收入:76,431万元至77,439万元,同比上年增长:1.97%至3.31%,同比上年增长1,476.05万元至2,484.05万元。",769350000.0,2.64,"1、报告期内,公司海外市场准入及业务拓展成效显著,海外销售额实现较快增长,此外新一代旗舰机型AQ400成功上市,进一步贡献业绩增量,多因素共振下,公司整体收入较上年同期实现小幅稳步增长;2、报告期内,公司产品销售结构发生阶段性变化,导致综合毛利率出现下滑,另一方面,公司为夯实长期竞争力,持续加大市场营销体系建设、品牌影响力提升、产品迭代打磨及新技术研发的投入力度,销售费用、管理费用、研发费用仍保持较高投入,导致业绩出现收入增长但利润下滑的情况;3、本报告期,公司预计非经常性损益影响归属于母公司所有者的净利润约为1,858万元,主要系公司本报告期获得的政府补助收益、理财收益等。上年同期的非经常性损益金额为2,729.84万元;4、上年同期财务数据比较基数较小,导致本期内相关比例波动较大。",略增,749549500.0,2026-01-30
48,688212,澳华内镜,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:700万元至1,053万元。",-8765000.0,-39.435,"1、报告期内,公司海外市场准入及业务拓展成效显著,海外销售额实现较快增长,此外新一代旗舰机型AQ400成功上市,进一步贡献业绩增量,多因素共振下,公司整体收入较上年同期实现小幅稳步增长;2、报告期内,公司产品销售结构发生阶段性变化,导致综合毛利率出现下滑,另一方面,公司为夯实长期竞争力,持续加大市场营销体系建设、品牌影响力提升、产品迭代打磨及新技术研发的投入力度,销售费用、管理费用、研发费用仍保持较高投入,导致业绩出现收入增长但利润下滑的情况;3、本报告期,公司预计非经常性损益影响归属于母公司所有者的净利润约为1,858万元,主要系公司本报告期获得的政府补助收益、理财收益等。上年同期的非经常性损益金额为2,729.84万元;4、上年同期财务数据比较基数较小,导致本期内相关比例波动较大。",增亏,-6286200.0,2026-01-30
49,688186,广大特材,营业收入,"预计2025年1-12月营业收入约:492,000万元,同比上年增长:22.91%左右,同比上年增长91,700万元左右。",4920000000.0,22.91,"1、报告期内,公司下游所属行业需求整体向好,营销部门积极拓展客户订单,公司合力保交付,营业收入同比实现增长22.91%左右。2、报告期内,公司根据市场变化情况适时优化内部产品结构,积极实施降本增效措施,使得整体毛利率有所提升,公司盈利能力得以增强。3、募投项目效益显现:其中,风电齿轮箱零部件项目产能逐步释放,机加工设备平均利用率大幅度提升,加工产值给予公司较大贡献,并因产能释放而有效降低单位固定成本,实现盈利。海上风电铸件项目通过一系列技术改造、产线优化、工艺降本、产品多样化等方式促使产能利用率大幅度提升,熔炼产线满负荷运转,实现盈利。",略增,4003000000.0,2026-01-30
50,688186,广大特材,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利约:20,000万元,同比上年增长:170.27%左右,同比上年增长12,600万元左右。",200000000.0,170.27,"1、报告期内,公司下游所属行业需求整体向好,营销部门积极拓展客户订单,公司合力保交付,营业收入同比实现增长22.91%左右。2、报告期内,公司根据市场变化情况适时优化内部产品结构,积极实施降本增效措施,使得整体毛利率有所提升,公司盈利能力得以增强。3、募投项目效益显现:其中,风电齿轮箱零部件项目产能逐步释放,机加工设备平均利用率大幅度提升,加工产值给予公司较大贡献,并因产能释放而有效降低单位固定成本,实现盈利。海上风电铸件项目通过一系列技术改造、产线优化、工艺降本、产品多样化等方式促使产能利用率大幅度提升,熔炼产线满负荷运转,实现盈利。",预增,74376600.0,2026-01-30
51,688186,广大特材,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利约:21,000万元,同比上年增长:82.61%左右,同比上年增长9,500万元左右。",210000000.0,82.61,"1、报告期内,公司下游所属行业需求整体向好,营销部门积极拓展客户订单,公司合力保交付,营业收入同比实现增长22.91%左右。2、报告期内,公司根据市场变化情况适时优化内部产品结构,积极实施降本增效措施,使得整体毛利率有所提升,公司盈利能力得以增强。3、募投项目效益显现:其中,风电齿轮箱零部件项目产能逐步释放,机加工设备平均利用率大幅度提升,加工产值给予公司较大贡献,并因产能释放而有效降低单位固定成本,实现盈利。海上风电铸件项目通过一系列技术改造、产线优化、工艺降本、产品多样化等方式促使产能利用率大幅度提升,熔炼产线满负荷运转,实现盈利。",预增,114639600.0,2026-01-30
52,688182,灿勤科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:10,700万元至12,600万元,同比上年增长:85.14%至118.01%,同比上年增长4,920.57万元至6,820.57万元。",116500000.0,101.575,"报告期内,公司业绩变动主要原因是:公司持续开发新产品、拓展新市场,本期产品结构的变化带动了主要产品毛利率的提升,新产品、新市场的拓展带来业务量和营业收入的提升。",预增,57794300.0,2026-01-30
53,688182,灿勤科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:7,500万元至8,600万元,同比上年增长:124.31%至157.21%,同比上年增长4,156.38万元至5,256.38万元。",80500000.0,140.76,"报告期内,公司业绩变动主要原因是:公司持续开发新产品、拓展新市场,本期产品结构的变化带动了主要产品毛利率的提升,新产品、新市场的拓展带来业务量和营业收入的提升。",预增,33436200.0,2026-01-30
54,688182,灿勤科技,营业收入,"预计2025年1-12月营业收入:67,300万元至75,600万元,同比上年增长:63.79%至83.99%,同比上年增长26,210.34万元至34,510.34万元。",714500000.0,73.89,"报告期内,公司业绩变动主要原因是:公司持续开发新产品、拓展新市场,本期产品结构的变化带动了主要产品毛利率的提升,新产品、新市场的拓展带来业务量和营业收入的提升。",预增,410896600.0,2026-01-30
