序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
31,603122,合富中国,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:2,500万元至3,600万元。",-30500000.0,-210.64,"1、2025年,随着国内宏观环境变化及体外诊断行业集中采购等医疗政策在全国逐步落地,受行业政策调整影响,市场竞争格局在重塑,公司医院客户的产品采购价格有所下降,订单规模也较上年有所波动,对公司销售收入及毛利水平带来阶段性挑战。2、报告期内,虽公司采取了多项节省成本及费用管控措施,但相对固定的支出不能随收入同额减少,再加公司为把握推动ACME战略以来所创造的广阔商机,期间积极的优化人才结构,通过人员的适配性梳理与精准增聘,打造契合公司未来发展的核心人才队伍,相应的产生了人员优化与能力升级的投入,以上导致了公司预计亏损。3、为应对市场及业务格局变化,公司积极调整业务布局和发展策略,聚焦“ACME”自有产品的技术迭代和创新,持续增加研发投入,扩增市场开发队伍,并投入重点资源支持国家级课题项目,透过AI辅助诊疗、远程医疗等智慧医疗手段,推动优质医疗资源的有效扩容和下沉,提升对医院客户高附加值服务,在现有集采业务外,拓展新的可持续发展业务赛道。",首亏,27566300.0,2026-01-26
32,603122,合富中国,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:2,400万元至3,500万元。",-29500000.0,-212.985,"1、2025年,随着国内宏观环境变化及体外诊断行业集中采购等医疗政策在全国逐步落地,受行业政策调整影响,市场竞争格局在重塑,公司医院客户的产品采购价格有所下降,订单规模也较上年有所波动,对公司销售收入及毛利水平带来阶段性挑战。2、报告期内,虽公司采取了多项节省成本及费用管控措施,但相对固定的支出不能随收入同额减少,再加公司为把握推动ACME战略以来所创造的广阔商机,期间积极的优化人才结构,通过人员的适配性梳理与精准增聘,打造契合公司未来发展的核心人才队伍,相应的产生了人员优化与能力升级的投入,以上导致了公司预计亏损。3、为应对市场及业务格局变化,公司积极调整业务布局和发展策略,聚焦“ACME”自有产品的技术迭代和创新,持续增加研发投入,扩增市场开发队伍,并投入重点资源支持国家级课题项目,透过AI辅助诊疗、远程医疗等智慧医疗手段,推动优质医疗资源的有效扩容和下沉,提升对医院客户高附加值服务,在现有集采业务外,拓展新的可持续发展业务赛道。",首亏,26109700.0,2026-01-26
33,600655,豫园股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润为负值,公司2025年度经营业绩将出现亏损。",,,,首亏,125258123.78,2026-01-26
34,600581,八一钢铁,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:190,000万元至210,000万元。",-2000000000.0,-12.865,"当前钢铁行业处于“减量发展、存量优化”深度调整期,“供需双弱”叠加环保政策收紧、原燃料与钢材价格“剪刀差”、产能过剩等因素,企业利润被大幅压缩;新疆区域市场“三高三低”、冬季生产效率偏低加剧经营压力,叠加区域供需失衡、同质化竞争、产能未有效发挥等内外部因素,使得公司本期业绩预亏。在此背景下,公司部分资产出现减值迹象。根据《企业会计准则第8号--资产减值》的相关规定,公司对存在减值迹象的资产进行减值测试,并基于测试结果计提相应的资产减值准备。公司以“活下去,好起来”为核心目标,构建“降本、提质、扩市、转型”四位一体应对体系,兼顾短期减亏与长期布局,系统性改善经营局面。成本端强化管控、加快库存周转、锁定远期订单利润;生产端践行算账经营,集约化组织冬季生产,深化专项行动提升全要素生产率;市场端借力中亚政策拓展渠道规模,深耕新疆并辐射西北、青藏市场;产能端聚焦瓶颈工序,挖掘主产线潜能实现产能效益双优;政策端密切跟踪行业变化,强化周期应对能力,各项举措协同发力为改善经营业绩提供支撑。",增亏,-1772000000.0,2026-01-26
35,600581,八一钢铁,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:185,000万元至205,000万元。",-1950000000.0,-11.3,"当前钢铁行业处于“减量发展、存量优化”深度调整期,“供需双弱”叠加环保政策收紧、原燃料与钢材价格“剪刀差”、产能过剩等因素,企业利润被大幅压缩;新疆区域市场“三高三低”、冬季生产效率偏低加剧经营压力,叠加区域供需失衡、同质化竞争、产能未有效发挥等内外部因素,使得公司本期业绩预亏。在此背景下,公司部分资产出现减值迹象。根据《企业会计准则第8号--资产减值》的相关规定,公司对存在减值迹象的资产进行减值测试,并基于测试结果计提相应的资产减值准备。公司以“活下去,好起来”为核心目标,构建“降本、提质、扩市、转型”四位一体应对体系,兼顾短期减亏与长期布局,系统性改善经营局面。成本端强化管控、加快库存周转、锁定远期订单利润;生产端践行算账经营,集约化组织冬季生产,深化专项行动提升全要素生产率;市场端借力中亚政策拓展渠道规模,深耕新疆并辐射西北、青藏市场;产能端聚焦瓶颈工序,挖掘主产线潜能实现产能效益双优;政策端密切跟踪行业变化,强化周期应对能力,各项举措协同发力为改善经营业绩提供支撑。",增亏,-1752000000.0,2026-01-26
36,600336,澳柯玛,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:19,200万元至24,200万元。",-217000000.0,-185.955,"报告期内,公司积极推动实施“互联网+全冷链”发展战略,智慧冷链产业收入及利润同比实现良好增长;同时,公司加快“走出去”,持续推进本地化营销、全球大客户拓展以及自有品牌出海,取得良好进展,公司电器类产品海外收入稳步增长;但公司智慧家电产业受报告期内国内市场有效需求不足、以旧换新“国补”政策边际效应递减、大宗原材料价格波动以及行业价格竞争更加激烈等多种不利因素影响,经营业绩不及预期,导致公司整体收入下降,毛利下滑,经营亏损扩大。另外公司基于谨慎性原则,对截至2025年末的应收、预付款项及存货等各类资产进行了减值测试,经初步测算,相应对存在减值迹象的资产计提减值准备。",增亏,-75886000.0,2026-01-26
37,600336,澳柯玛,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:17,000万元至22,000万元。",-195000000.0,-301.85,"报告期内,公司积极推动实施“互联网+全冷链”发展战略,智慧冷链产业收入及利润同比实现良好增长;同时,公司加快“走出去”,持续推进本地化营销、全球大客户拓展以及自有品牌出海,取得良好进展,公司电器类产品海外收入稳步增长;但公司智慧家电产业受报告期内国内市场有效需求不足、以旧换新“国补”政策边际效应递减、大宗原材料价格波动以及行业价格竞争更加激烈等多种不利因素影响,经营业绩不及预期,导致公司整体收入下降,毛利下滑,经营亏损扩大。另外公司基于谨慎性原则,对截至2025年末的应收、预付款项及存货等各类资产进行了减值测试,经初步测算,相应对存在减值迹象的资产计提减值准备。",增亏,-48525400.0,2026-01-26
38,600121,郑州煤电,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损约:89,700万元。",-897000000.0,-2777.61,"(一)主营业务影响。报告期内,受市场供需关系影响,煤炭市场价格持续下行,煤炭平均售价同比下降15.6%,导致煤炭销售收入大幅下降,利润总额同比减少52,000万元。(二)超化煤矿停产影响。公司所属超化煤矿煤炭资源濒临枯竭,剩余资源地质条件复杂,不具有开采经济价值,公司对其实施停产(详见临2026-003号公告)。为公允地反映超化煤矿截至2025年12月31日的资产价值,基于谨慎性原则,对超化煤矿固定资产计提减值准备31,093万元,减少利润总额31,093万元。(三)投资收益影响。一是参股公司山西复晟因氧化铝价格大幅下滑,盈利能力下降,2025年度公司确认投资收益6,679万元,同比减少15,885万元;二是2024年度子公司上海贸易因申请破产并移交管理人失去控制权不再合并其报表形成处置收益25,131万元;以上两项因素同比减少利润总额41,016万元。",首亏,33500000.0,2026-01-26
39,600121,郑州煤电,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损约:91,600万元。",-916000000.0,-424.06,"(一)主营业务影响。报告期内,受市场供需关系影响,煤炭市场价格持续下行,煤炭平均售价同比下降15.6%,导致煤炭销售收入大幅下降,利润总额同比减少52,000万元。(二)超化煤矿停产影响。公司所属超化煤矿煤炭资源濒临枯竭,剩余资源地质条件复杂,不具有开采经济价值,公司对其实施停产(详见临2026-003号公告)。为公允地反映超化煤矿截至2025年12月31日的资产价值,基于谨慎性原则,对超化煤矿固定资产计提减值准备31,093万元,减少利润总额31,093万元。(三)投资收益影响。一是参股公司山西复晟因氧化铝价格大幅下滑,盈利能力下降,2025年度公司确认投资收益6,679万元,同比减少15,885万元;二是2024年度子公司上海贸易因申请破产并移交管理人失去控制权不再合并其报表形成处置收益25,131万元;以上两项因素同比减少利润总额41,016万元。",首亏,282660000.0,2026-01-26
40,301581,黄山谷捷,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:5,100万元至6,100万元,同比上年下降:45.5%至54.43%。",56000000.0,-49.965,"1、报告期内,公司预计营业收入较上年同期有所增长,但由于受行业市场竞争激烈、产品价格下降、原材料涨价等因素影响,公司当期利润较上年同期出现较大幅度下降。2、报告期内,面对行业市场挑战,公司积极应对,着力推动内涵式提升,狠抓降本增效,提高运营效率和管理水平,加大市场拓展力度,持续巩固并提升与现有重点客户的战略合作关系,采取“保份额”的市场策略,提升市场占有率,同时积极开拓海外重点客户,加大新产品、新项目研发力度,丰富并拓展产品的应用场景和领域,为公司盈利能力的改善奠定了基础。",预减,111918300.0,2026-01-26
